,0
314,"Supera las espectativas, excelente el menú, cerca a centros comerciales, bares, establecimientos para comer, ir de compras  etc.  Habitaciones muy cómodas, excelente vista, piscina muy cuidada, Recomiendo este lugar."
315,Excelente hotel. Buena ubicación. Muy buen restaurante y lo mejor es que tiene muy buenos sitios para pasear y comer muy cerca. El hotel tiene muy buena relación precio / calidad. Buenas instalaciones y el servicio excelente 
316,"El hotel es perfecto. El servicio del personal impecable. Se descansa perfectamente, los colchones y las almohadas son perfectas, quiero tener lo mismo en mi casa!!!. Solamebte deberian reconsiderar el horario de la piscina, hasta las 10 u 11 pm."
317,"Muy buena acogida, buen servicio y atención por parte de todos. Una habitacion muy aplica, cama comoda y confortable, zonas comunes en excelente estado. Vale la pena conocer este hotel, lo recomiendo en un 100%."
318,"Tuve una grata sensación de mayor y mejor atención, mas el reconocimiento a mi fidelidad con el hotel. Quienes me atendieron se refirieron a mi ausencia este año y agradecieron el haber regresado. Ese detalle me pareció agradable y fortalece mi aceptación positiva del hotel. Gracias!!"
319,Todo estuvo muy bien. La cama para mi gusto era demasiado blanda. Lo demas excelente. Los empleados muy amables y dispuestos a colaborar. Habitacion fresca no necesite usar el aire acondicionado fue suficiente con el que entraba del corredor
320,"Un hotel al que vale la pena volver! Excelente servicio y calidad en todos sus servicios, sobretodo la atención del sr. Carlos Reyes el jefe de calidad del hotel. Todo el personal está altamente capacitado para atender el personal. Las instalaciones del hotel en excelente estado, la habitación cómoda. Pide la habitación 718 que tiene una gran vista y no se escuchan ruidos. Recomendado 100%. "
321,"Tuvimos uno de nuestros principales eventos del año en el hotel. El servicio fue excelente, nos hicieron sentir como en casa y estuvieron atentos a todas nuestras necesidades. Además muy bien ubicado junto a restaurantes, tiendas y todo lo que necesitas. "
322,"Lleno nuestras expectativas  en lo referente a   puntualidad,  calidad de los productos y servicios  ofrecidos   en el hotel. Esperamos contar   con disponibilidad  en el futuro  y muchas gracias por la atención "
323,"Muy buen servicio y actitud de los empleados con los que se tuvo interacción, tanto botones, restaurante y personal auxiliar. Recomendado para personas independientes o para pasarlo en pareja o en familia como en nuestro caso"
324,"Quedamos maravillados por la excelente atención de los empleados, el ambiente y la gente es muy amable y espontanea se nota que son profesionales en lo que hacen. Tuvimos el fin de semana con mi esposa e hijos y ellos la pasaron espectacular en la piscina, descansamos un montón y lo mejor es que a mis hijos le dieron una atención preferencial y mi esposa quedo enamorada con el detalle que tuvieron con ella en su día y sobre todo la conmovió la tarjeta de bienvenida. muchas gracias porque hace mucho no compartíamos un momento tan especial en familia, ya que mi trabajo muy poco lo permite. con seguridad volveremos en otra fecha especial."
325,Buenos detalles porque aunque tanto en el chck in como en el chekc out solo habia una persona en la recepción y debi esperar me di cuenta que me habia visto y me expresó cordialmente que enseguida me atendía.  Igual el botones en el check out vio que habia fila en el counter y fue a buscar una segunda persona.  Esos son detalles de ATENCIÓN y trabajo en equipo que uno valora pues es muy fácil que haya fila pero se ve diligencia y amabilidad.
326,"gratas instalaciones, desayuno variado, servicio y ubicación, sin duda regresare, ojala para descanso con mi familia o amigos, para poder disfrutar de los demas beneficios del hotel y sus alrededores."
327,"mi estadía fue perfecta su servicio fue de lo mejor, sin duda regresaría. La atención de todo el personal fue excelente,  su desayuno muy variado, la cama fue de ensueño. Los felicito por su gran hotel"
328,"Me encanto todo de este hotel, es el mejor en todos los sentidos, nunca habia conocido uno como este... volveria de nuevo. Gracias a todos por hacer de mi estadia placentera. Recomendadisisimo 😘😘 saludos a todo el personal."
329,"Tuvimos un viaje familiar en varias habitaciones un fin de semana, el hospedaje y limpieza de habitaciones estuvo excelente, el personal de servicio muy amable en todos los puntos de atención; el el desayuno que esta incluido es bueno y creo que tiene cosas por mejorar "
330,"Hotel muy acogedor, la ubicación es muy buena pues está cerca a buenos restaurantes y se puede caminar con tranquilidad por la zona. Nos recibieron con un cocktail lo cual hace que te sientas como en casa. La habitación es muy cómoda y confortable. En resumen es una muy buena opción para tu viaje a la ciudad de Barranquilla. El precio es adecuado."
331,"Un hotel bastante agradable, tanto en su lobby, como en las habitaciones y restaurante. Me gustó también su ubicación, en una zona muy linda, cercana a restaurantes y centros comerciales. En Barranquilla volvería  a alojarme en FPBS sin duda alguna. "
332,Excelente servicio y el personal súper amable. En el área del restaurante siempre mostraron gran disposición. Mi única sugerencia es que en el área del gym se colocara algún repelente para mosquitos ya que había muchos en ese lugar.
333,"Excelente ubicación y ambiente, en un exclusivo barrio, cerca del centro comercial Palmas Mall. Sin duda una de las mejores opciones de alojamiento en la ciudad. Tiene el recién renovado restaurante Cooks. La vista es agradable y el personal también."
334,"Excelente estadía gracias a la impecable atencion recibida igualmente un aspecto limpio y muy buen personal responsable de que nosotros los huéspedes nos sintiera mis a gusto, es muy seguro que voy a volver."
335,"Excelente lugar para descansar con muchos lugares cerca como restaurantes, centros comerciales, parque y demás, los empleados sin amables y sonríen todo el tiempo , se siente un ambiente tranquilo y familiar"
336,"Excelente  y calidad de servicio, todo muy organizado y el desayuno bastante variados y delicioso.  Todos muy amables desde la recepción hasta el servicio a la habitación. Muy buena bienvenidas todo muy bien"
337,"Quiero agradecerles por haber sido cómplices de una estadía maravillosa, muchas gracias por su atención, dedicación y por habernos hecho sentir como en casa; me encanto nuestra habitación, el desayuno variado y la buena disposición de tu su personal.  Mil y mil gracias de parte de Alfredo y Ornella"
338,"Perfecta opción para alojarse en Barranquilla. El personal es muy cordial, las habitaciones son amplias, las camas y almohadas increíblemente cómodas pero definitivamente lo mejor es el desayuno, gran variedad en el buffet! Los panes son delicioso, los mini fritos no tienen igual. Buena relación precio calidad. Súper recomendado. "
339,Las personas fueron muy amables.  La habitación estaba en perfecto estado.  El hotel está muy bien situado y el desayuno y la comida muy ricos.  Realmente se interesan para que tu visita sea placentera.  Gracias!
340,"Excelente en todo sentido,  mil gracias y en especial por la atención a nuestra hija,  sin duda el mejor hotel en el que hemos Estado. Dios bendiga infinitamente a todo el personal y la labor q desempeñan. "
341,"El servicio en el hotel es de primera, todos los empleados muy atentos y sonrientes, la vista en la azotea es excelente, la piscina y el baño turco también muy cómodos, las habitaciones muy amplias y cómodas "
342,"Excelente ubicación, cama cómoda para quien no tiene problemas de espalda pues colchón blando.  Personal amable del área de bar y recepción   Puntos a mejorar : *olor a humedad en la habitaciones al no contar con ventilación exterior. Ventanas selladas.  * la calidad y el servicio de los desayunos debe mejorar.  "
343,"Viví una experiencia única de servicio y hospitalidad, todos los empleados del hotel con los que tuve contacto fueron excelente. Four Points de Barranquilla es un hotel que cumple con los más altos estándares de calidad. La habitación muy pulcra con un diseño moderno y sobre todo cómodo, el room service a tiempo, la carta del restaurante es exquisita. Puedo decir que este será mi segunda casa en Barranquilla."
344,"un buen hotel, con muy buena atención, un excelente trato y buen precio. Solamente que la piscina es un poco pequeña pero es linda. Igualmente, las ofertas del bar son formidables. Nuestra familia la paso muy bien... felicitaciones."
345,"El hotel está muy bien ubicado para salir a cenar. Pedimos una habitación king pero no había y nos tocó juntar las camas por nuestra propia cuenta. No es ruidoso, sin embargo se escucha lo que ocurre en las habitaciones y el corredor del piso."
346,"Visito los hoteles Four Points By Sheraton a nivel Nacional (Medellín, Cali, Barranquilla, Bogotá) e Internacional (EEUU, México, Brasil) por trabajo y de turista y confirmo qué: la atención es excelente, el personal es muy cálido y servicial, la ubicación perfecta, los alimentos deliciosos, los costos adecuados, por eso digo que me siento como en mi segundo hogar, familia Sheraton muchas gracias!!!"
347,"Fue una estadía muy corta debido a que el tiempo en la ciudad igualmente lo fue. Igualmente, instalaciones impecable, cama muy cómoda, cuarto muy espacioso y con todo lo necesario. Los empleados del hotel prestos a ayudar siempre y con una excelente actitud. El servicio de desayuno muy completo y la comida fresca y muy sabrosa. Recomendaría el hotel sin dudarlo. "
